	Summary	Job Title	Date	Overall Rating	Pros	Cons
4092	Great culture	 Project Manager	6 Aug 2020	4.0	I had the chance to learn from my managers	Some processes are a bit messy
4093	High benefits low work life balance	 Anonymous Employee	6 Aug 2020	4.0	"Benefits is good. Free snacks drinks and food after 8 pm

Young age team"	"Low work life balance
Not suit with morning person"
4094	Good experience	 Product Manager	5 Aug 2020	5.0	"Good working environment 
Good welfare"	So far haven't faced any cons.
4095	Unprofessional recruitment process	 Anonymous Employee	5 Aug 2020	1.0	"I don't know what to put here, as my experience is completely unpleasant. Maybe their email ""look"" professional?"	"Be very careful with their advertisement on LinkedIn: They will name the position 1 or 2 level higher than it actually is. For example, they will advertise Manager position to call all Manager-level candidates into the pool, then give all candidates a test (which mean you would spend about a week to brainstorm and solve their business issues). Only after the test they will reveal that the position is actually at Senior Associate level (2 levels lower than Manager). 

So be careful if you’re a conscious candidate and don’t want to give them free advisory just to receive back an unpleasant experience."
4096	Worst rate customer service	 Seller	5 Aug 2020	1.0	Low commission but worst service you can get	Poor support for seller. Poor knowledge of system. Outsourced customer service team knows nuts about shopee workings and simply repetitive like tape recorder , totally no sense of urgency as well
4097	Ok, but many ppl said to many works	 Product Manager	5 Aug 2020	4.0	Fun. lot of young ppl	Culture is very ambitious. not emphasizing work life balance
4098	Average	 Communications Specialist	4 Aug 2020	4.0	"- free lunch
- countless souvenir and merchandise
- monthly event"	"- average salary especially for fresh graduates
- not clear KPI"
4099	not now	 Product Manager	2 Aug 2020	4.0	A lot of talented people to work with	Was not expected to be a typical Chinese company culture
4100	QA team is STRONGLY NOT RECOMMENDED	 QA Engineer	29 Jul 2020	1.0	"- free snacks and drinks
- most of the staffs are the young generation
- nice office and working environment"	"- high pressure and amount of work
- unfair workload among colleagues 
- review live bugs every week for QAs but nothing helps with the test quality, just a complain and buck-passing meeting 
- bad management and training process. cant get advice and help from the boss, they have no idea about what are you doing and complexity&workload of your tasks. No regular review or reply to your daily/weekly report. Only come to you when there's a serious bug or delay of the task."
4101	Still growing	 Senior Associate	29 Jul 2020	3.0	relatively high salary increment and fast growing industry	Overwhelming workload. There’s no life and work balance
4102	Associate	 Associate	28 Jul 2020	4.0	"Flexible 
Autonomy
Free flow of ideas"	"Competitive 
Fast paced if you cant handle it"
4103	Good place to work at for new graudate	 Relationship Manager	27 Jul 2020	3.0	You'll learn a lot here, you need to be self-sufficient even if the work can sometimes be team-oriented	Sometimes the higher-ups do not listen
4104	Good to start your career at	 Senior Associate	27 Jul 2020	3.0	Fast paced, learning curve is very steep, good entry to e-commerce, colleagues are very friendly.	Long working hours, expectations are not clear, no work satisfaction
4105	Unfair salary benchmarking	 People Team	26 Jul 2020	2.0	Good benefits with some bonus	Low basic salary for a start
4106	Great company overall	 Software Engineer	21 Jul 2020	4.0	"Working on latest tech and tools
Nice managers and colleagues
Meaningful work
Free lunch and dinner (if staying late)
Moderate salary
Good company culture"	"Focus on speed rather than quality.
Not a good place if you want to learn to write better code. 
Low salary bonus."
4107	Great experience in general	 Cross Border E-Commerce	18 Jul 2020	4.0	Great welfare for staff in Shopee!	Workload is quite heavy sometimes
4108	maybe good	 Backend Developer	16 Jul 2020	4.0	many food good life balance	too much work， too working hour
4109	Perfect workflow	 Machine Learning Engineer	14 Jul 2020	5.0	Teamwork is highly efficient and people are enjoying doing their work.	Currently nothing. Maybe dinner is too late
4110	Micromanagement	 Analyst	13 Jul 2020	3.0	HMO, mandatory bonus, and leaves	"Micromanagement. 

Micromanagement kills employee engagement. HR would make you feel that they are there for you, but really, nothing ever happens even after fews discussions. The only solution is to file a resignation and save yourself."
4111	Good for fresh graduates	 Business Development Associate	12 Jul 2020	2.0	"- Fast-paced company. so can learn a lot within short time period
- Fun environment (free food)"	"- Hectic work
- Bad management
- Management can be agressive and inconsiderate"
4112	Great place to start for fresh grads	 Anonymous Employee	10 Jul 2020	5.0	Good people, great culture, many learning opportunities	Haven't found any cons yet
4113	Good Environment	 Senior Associate	10 Jul 2020	5.0	Good opportunities to learn and grow	lack of structured learning opportunities
4114	Swim or drown	 QA Engineer	9 Jul 2020	2.0	Nice office. Free flow of snacks and drinks. Free dinner after 8 pm. Free simple breakfast. Lots of in house training. Goody bags for new hires. Free in house gym access.	Need to clear 3 mandatory tasks that are mandatory for new hires. Good luck if you have little or no experience. No work-life balance. Long working hours and knock-off time is 7 pm but don't expect to leave on time. Low insurance and medical benefits. High expectations from new hires on day one. Mentors are concern about their own deadlines rather than your learning experiences. Minimal guidance and you are mostly left figuring out things on your own. Low locals to foreigners ratio eg. 1:8 Mostly are from PRCs and expect to read documents in Chinese.
4115	Search & RCMD PM	 Anonymous Employee	9 Jul 2020	2.0	"-People I worked with were some of the most intelligent guys I've ever worked with.
-The company is on the right track which can develop your marketing-focus acumen."	"- Inexperienced from the manager blocks our professional growth. But it is not with ill-intent, just don't know what to do with you.
- With political mindset, there is always an opportunity to get close to the manger and the role that you play.
- Manager begins brainwashing team members in cult of his as early as the first day you join. This team is more like an communist in army camp. 
- Search and RCMD are rational fields but with this irrational lead....things can go very complicated. 

Can ask any PM in Shopee, they must have heard of something aggressive about this manager. Most of us left feeling disgruntled at the way we'd been treated."
4116	Very good working envinronment	 Manager	7 Jul 2020	5.0	"good benefits
office facility
clear career path"	"top down management
slow career progression"
4117	Good benefit, friendly environment	 Junior Business Development Associate	5 Jul 2020	5.0	Easy to switch team, people are friendly, big chances to learn if you are new to econ	Late working hours and manual system
4118	Bad Company Culture	 Software Engineer	4 Jul 2020	2.0	Working on latest technologies and ideas.	Bad work life balance, no room for error .
4119	Cool Workspace	 Senior Associate	1 Jul 2020	5.0	Very good environment with lot of thing to learn	Many workload and a bit of office politics
4120	Experience in a growing E-Commerce	 Anonymous Employee	30 Jun 2020	4.0	"- Opportunity to learn and explore
- Good company welfare 
- Friendly colleagues"	"- No work-life balance 
- Extremely fast-paced"
4121	Great place to learn	 Analyst	25 Jun 2020	4.0	You get to decide how fast your career growth is since the company isn't as structured as most companies, allowing you to take responsibilities outside your own from time to time. Overall a great place to grow from being a fresh graduate.	Due to lack of structure, some projects seem to be confused on its direction. Also since the company became popular it has started to bring in management that are not progressive for their employees as much as before.
4122	Pros and Cons	 Senior Associate,	25 Jun 2020	3.0	Learn a lot from doing many tasks	Little work life balance makes it very stressful
4123	Good working culture	 Intern	25 Jun 2020	5.0	"colleagues are extremely friendly
nice working environment"	work may be too manual sometimes, mundane and repetitive
4124	Good as a starting job, but not much potential career progression	 Key Account Manager	23 Jun 2020	2.0	"1. Fun co-workers and office environment
- Social events and team outings are not uncommon in Shopee

2. Fast-paced eCommerce industry promotes a good amount of individual growth and understanding of what's in store for the future of retail

3. Good place to grow one's network as one gets to connect with people from different walks of life"	"1. Little to no career progression prospects
- This is true especially for local employees in the PH as Shopee likes to hire expats to fill roles instead of promoting dedicated existing workers
- Shopee hires a lot because of the very high turnover rate (possibly due to the first reason)

2. Distasteful Office Politics from Upper Management
- can be attributed to reason 1 as well
- Expats hired in upper management end up hiring more expats instead of promoting dedicated existing employees

3. The company is merely a disruptor to it's competitor, Lazada
- every single action taken by Shopee is geared towards beating Lazada, despite it being at the expense of their employees and sellers
- the company is merely a disruptor in this sense. Which is why instead of focusing on developing its people and constituents, Shopee merely focuses on implementing quick band-aid solutions instead of having long term plans in developing the company and it's people further. All because they really have to beat Lazada.

4. Uneven ratio of Workload and Pay
- You may be given a significant amount of workload and roles compared to another employee, however he/she can be paid the same or sometimes even more
- better to come in the company as someone with experience rather than a fresh grad if you are looking for high pay
- Having even a sliver of extra work experience can mean having double the salary compared to a fresh grad, despite having the exact same role as them"
4125	ty. Your opinion will help others make decisions about jobs and companies.	 Business Development	23 Jun 2020	5.0	ty. Your opinion will help others make decisions about jobs and companies.	Nothing wrong all seems good and nice in the office
4126	Good company	 Intern	19 Jun 2020	5.0	"- fun and young environment
- good pantry, gym, massage room
- work culture is fast-paced, challenging
- people are nice and willing to teach"	"- disorganised workflow (not much structure) so things always change from project to project
- supervisors too busy to spend much of their time teaching, if u want to learn something, better if you come up with a list of questions then ask them at one go (book time for a meeting with them)
- go home quite late as working hours is 10 to 7"
4127	I work at Shopee as an Intern	 Internship	19 Jun 2020	4.0	Competitive remuneration even as an Intern.	Long working hours especially during campaign days.
4128	Nice company	 Software Engineer	19 Jun 2020	5.0	People are nice here, and the salary is not bad	sometime may have to work overtime during event
4129	Great place to work	 Product Manager	19 Jun 2020	5.0	Fast paced, great for fresh graduatioes	Work life balance might not be gd
4130	Software Engineer	 Software Engineer	18 Jun 2020	4.0	they are very good company and salaries	i don't think they have a problems
4131	Complaints to HR not well received that is why need to write it here	 Operations Executive	18 Jun 2020	3.0	"Pantry and the general environment is good.
Vibe and work stations are well design.
Working with one of the best team managers in Shopee.
Toilets and environment are always clean.
Company is growing as a whole, will have new departments and all for you to learn more."	"Management does not know the target they would like to achieve. Hence cannot provide KPI for most of the staffs. No clear career progression, very hard to go for higher rank despite achievement and years of experience working in Shopee.
HR is not doing their part to improve our working condition, they keep hiring people but the desk did not increase desk space as fast, I can forsee we will be cramping everywhere after Covid ends. 
HR is does not allow feedbacks and cannot handle criticism. They closed the company group chat because too many people complaint in it. But they did not address to those complaint or even respond to the complaint within the group chat, of course people will be complaining. Now they closed it, all the complaints that can be settled internally will be open to public in Glassdoor / jobstreet etc. 
They are also very slow in hiring process even for urgent positions. Whenever we refer our friends in they did not even responded to our request and rejected. Even friends who previously worked as sellers in Shopee also failed their first screening for urgent position. 
Pay is definitely on the low end. For current employee you can try to search for the same task and being offered better pay somewhere else.
There is no increment of annual leave even after working here for years.
Biggest favouritism is where Ian only focus on BD and Marketing. BD team at times can make mistakes costing the company up to 100K++ losses but was not penalized or taken action upon. Promoting a culture of ""no big deal"" making such mistakes from their end.
They have L&D department but its useless as we are deeply understaffed and managers will not approve you to go for any training."
4132	You'll improve a lot	 Business Development	12 Jun 2020	4.0	The company growth is inspiring to always keep up with self-growth. Cool leads to look up to. Many projects that will improve your skills and knowledge in business.	Benefit for fresh graduate (non GLP) who has this as first job is quite slow eventhough you've stayed long enough in the company.
4133	Great Salary, Bad Culture	 Senior Engineer	12 Jun 2020	2.0	"- Perks are quite good 
- Fancy Office in the SCBD
- Plenty HR events
- Big company name
- Great Salary (Best among competitors)"	"- Lack of leadership
- Lack of experience
- Bad people management
- Bad conflict management
- Immature managers
- Zero teamwork experience
- Silo everywhere (and maintained)
- Zero respect
- Indonesia office only maintain small stuff"
4134	good salary increase	 Data Engineer	10 Jun 2020	4.0	good team vibe and good salary increase	high workload and too many meetings
4135	SHOPEE CULTURE	 Warehouse Associate	5 Jun 2020	5.0	There is always great culture and good environment work here. Benefits here really helpful to Full time employee	Operation Staff need more outdoor activities to get closeness with team.
4136	It's either you really enjoy it, or really hate it, no in between.	 Senior Associate	5 Jun 2020	2.0	"- making mistakes is acceptable which in turns provide greater rapport with team/supervisor
- competitive remuneration package and office perks
- colleagues that are around your age group (20 - 30) which makes working slightly more enjoyable"	"- no work life balance; official working time is 9.30 - 7, but be prepared to work passed 7pm as you will still get messages after 7pm on your work. 
- processes change frequently; as the team in the company is generally young, the current processes can change overnight. Worst part is when you are tasked to do something and is already in the midst of it, another set of instructions can arrive all of a sudden resulting in you changing the entire way you are doing the current task, which is really frustrating and time wasting
- some departments have great culture difference; there are some depts which comprises of mostly China internationals and as much as I have to agree they are good and responsible in their work, you will still feel left out if you join such department due to the culture difference, and worst, language barrier. Some documentations are written in chinese and meetings held in chinese too
- not much to no career progression if you looking to move upwards as the manager levels are mostly 30s"
4137	Unethical company	 Anonymous Employee	4 Jun 2020	1.0	Not Much Pros to begin with except you learn how to lie to big customer clients, cut throat approach in the interest of big bosses.	"Top Management highly unethical as they dismiss employees for the simplest reasons such as joining their own contests which they did not state pre-hand that employees cannot join these contests. The whole company went into full mode investigation to even track employees who joint their ""Shopee Quiz"". Once they found out that the Country Manager of Malaysia played this game as well, they only targeted lower ranking individuals and kept hush hush about taking action on senior managers and above."
4138	Productive team, highly competitive	 Senior Product Manager	31 May 2020	4.0	Highly productive in launching new features. Nice office, friendly colleagues	Working style is not so structured. Sometimes a bit political
4139	No proper management	 Associate	30 May 2020	1.0	Free snack will be only good thing.	"In my department, team lead is a person who lack of leadership and management skills. She can't well manage her own team and can't even protect her own team, she set her own expectation to her team member but herself broke all. Come late everyday, simply throw new task without guiding you. Disappear when we need her, but when she need you no matter midnight or weekend still will texted you. Ask us to done her report and she just use our hard work to show her head and MD. She wont accept any advise, just a ego person who just care her own performance. She can't assign right thing to right person. 

Diff jobscope when interview and after you join, they just lie you to hope you join the company 

Workload is crazy, everyday work more than 12hr, but when ask HR help, HR will just tell you there is no policy on this and advise you talk to your team lead. But the team lead know, she just dont care about your workload and keep throw you new task.

Means HR dont help at all when facing this problem and just push you back to settle yourself.

Now i dont understand why we need so many HR in HR department and dont understand why will have a person who obviously not suitable as Lead become a team lead.

Everyone suffer."
4140	It's alright	 Product Management	29 May 2020	3.0	Young culture, opportunities to be hands on	Lack of infrastructure, processes. Results in inefficiency and difficulty getting alignment, pushing through projects.
4141	Engineer Application	 Anonymous Employee	28 May 2020	4.0	Nice colleagues, nice location, nice atmosphere	Hard to get a job
4142	No Structure	 Crossborder Ecommerce- ID	28 May 2020	3.0	good pantry, nice facilities, free dinner	no structure at all, low productivity and all the task are done very manual
4143	Never Go to the Shopee Marketing Product Team	 Product Management	27 May 2020	2.0	Nothing at all. If you want to join Shopee, go to other teams.	"It’s a mess inside the team. Last 6 months, 3 sub-team leaders transferred to other teams or resigned. 
The main team head is not decent and also lacks the ability to do good product.
You can never learn a little bit from the team. 
Especially strongly not recommend fresh graduates to join. You will never be given proper instructions and what you can learn is unprofessional work habit."
4144	Best place ever	 Project Manager	26 May 2020	5.0	"Challenging
Drive intellectual curiosity. 
People and management that cares"	If you don’t like working hard this is not the place for you
4145	Great young environment	 Business Development	25 May 2020	5.0	The company has Adaptive strategies	None so far For me
4146	Software Engineer	 Software Engineer	22 May 2020	4.0	good environment, professional team, cafe inside building	long working hours, not really flexible working hours
4147	Internship with shopee	 Intern	21 May 2020	4.0	"good work environment
great colleagues
good employment benefits
nice office"	"Strong OT culture
database management is lacking"
4148	Interview	 Machine Learning Engineer	19 May 2020	5.0	work life balance，singapore is nice	no things to complain to
4149	Wonderful Team	 Senior Associate	18 May 2020	3.0	Fast Phase moving. The people are too friendly and easy to work with	Too many competition. Can be too tiring at times
4150	If you are desperate, apply here. They are massively hiring.  If you are married, look elsewhere	 Business Development	16 May 2020	2.0	"Young and vibrant culture
Fast-paced environment
Flat organisation and flexible
The most stable company during this Covid-19 situation"	"Negotiate a better salary, because the working hours here are terrible. If you take it per hour, it might be less than working in a fast-food company.
If you are married, please look elsewhere, because you will have no time for your family or no time to eat too.
For experience hire, trust me, no matter how bad your ex-company was, this place can top that. This place is a toxic workplace with blaming other people culture. You have to always look behind your back.
I applied for another position, but offered another post, but too late to turn back as I rejected other offers and job market now is terrible. I'm staying because I need the money for my family.
Lack of career growth and they hired too many overpaid management consultant who doesn't know what are they doing."
4151	Recommended to enjoy	 Software Engineer	15 May 2020	4.0	"Place to grow and learn a lot of things.
Competitive salary + benefit packages."	"Cross-team discussion might not be as smooth as we expect.
Daily work-life balance is subject to team.
Management is also subject to team (I am really lucky to join a great team, but same cannot be said to other team)."
4152	Good place to start your first industry job	 Data Scientist	12 May 2020	4.0	The most promising E-commerce company in the SEA region	Bad team management: some are really busy but some can chill everyday with the sam salary, while the salary is still very low compared to market average though. Many PIC projects in the team but few can really go further to online deployment.
4153	work life balance	 SRE	10 May 2020	5.0	wow, So many beautiful girl!	young team but have a bright future.
4154	Interview	 Marketing	9 May 2020	4.0	they will really filter you	time limit is very short for the exams
4155	Nice culture and environment	 Internship	8 May 2020	5.0	Nice people. Good working environment with snacks & comfortable chairs.	Tech documents are not so well organized & complete.
4156	Dynamic, competition and challenging company	 MBA Student	6 May 2020	5.0	I have learned a lot from my working experience here, along with enthusiastic and open colleagues, a dynamic, fast-growing working environment.	The company in the field of e-commerce should require a lot of overtime work.
4157	shopee	 Business Development	4 May 2020	5.0	best place to work at	salary is not so good
4158	Toxic working culture	 Software Engineer	3 May 2020	2.0	Intensive tasks will push you to learn something about e-commerce and some big data processing framework. if you just want to learn some software programming tools and development process and stay here for a short term, you can consider it.	"1. Chinese kingdom. Apparently Shopee is a Chinese dominated company where even documents are Chinese. Managers will speak Chinese to their Chinese peers from China. So you cannot understand what they say, which alienate non-Chinese so much. And this also means non-PRC Chinese are not considered as leaders cuz they are not in the social circle.
2. top-down management. no discussion, you just receive order, and then do do do. the so-called tech lead will check your progress every 1 hour.
3. abusive language used by manager. my tech lead said very nasty words to me. and also once a time, I heard one manager shout at the office with f* word in the morning.
4. no training, no tutorials,..."
4159	Hierarchy Management	 People Team	30 Apr 2020	1.0	None, the company is horrible	Bootlicking is common, leads are inexperienced, no learning curve
4160	So-So	 Busineess Analyst	29 Apr 2020	2.0	Free food, nice pantry, occasional after work activities	Management issues, direction not clear to staff
4161	Friendly recruitment process	 Anonymous Employee	29 Apr 2020	3.0	"Free snacks
Free food
Many employee engagement events"	Fresh grads are not paid quite well (depending on background and experiences)
4162	u will be blamed for your delay/mistake and no respect for the output considering the workload	 Project Manager	29 Apr 2020	3.0	"- many opportunities as there are a  lot work waring for you
- colleagues are nice and friendly"	"- u will be blamed for your delay/mistake  
- no respect for the output considering the workload
- no work life balance, be prepared to be overloaded"
4163	A good Place to Grow	 Business Development Associate	28 Apr 2020	4.0	the people, the benefits, free lunch, dynamic workforce	lack of training, no mentor during the first 1 month
4164	overall 4/5	 Data Analytics	28 Apr 2020	4.0	people in shopee are young and smart, most of them are nice to work with	workload is big, not enough career guidence from team lead
4165	Good friends, Mediocre culture	 Senior Associate	26 Apr 2020	3.0	Everything works fast, and very dynamic. Salary are standard, but good place to learn about e-commerce	not many process has been created before, tight deadline, constant 12H+ at work, Plenty of task on weekend with monday morning deadline
4166	Good environment	 Content Analyst	24 Apr 2020	4.0	-Meal allowance, friendly environment, helpful leaders	-Not a lot of opportunities to grow your career
4167	Project Management - Business Development	 Project Management Associate	23 Apr 2020	4.0	Great compensations and benefits, Great office space, lunch & dinner provided	nothing, my overall exeperience is great
4168	Micro management	 Associate	21 Apr 2020	3.0	"Competitive salary
Nice pantry 
Lunch shuttle"	"Official  work starts at 9.30am and end at 7pm. This was not made know during the interview. 

Tons of meetings and micro management. Meetings often drags into lunch (e.g. until 1.30 to 1.50 pm ) and end up having a very quick lunch because the next meeting starts at 2pm.

Very international environment. Noticed that most of the managers and above are not Singaporeans."
4169	Great working environment	 Junior Product Manager	20 Apr 2020	5.0	Great working environment; competitive salary	Didn’t think of anything negative stuff
4170	good	 Software Engineer	17 Apr 2020	5.0	very welcome, friendly, good salary	the schedule time,  holiday time
4171	Satisfaction	 Kepala Cabang JNE Express Gowa	16 Apr 2020	5.0	"Startup
Services 
Trust 
Best Quality 
In time"	"Business Development
Marketing Promo
Event Organizer
Operational 
Sales Marketing"
4172	Good	 Anonymous Employee	15 Apr 2020	5.0	Good salary, fast pace, attractive industry	Low retention rate. Little empowerment
4173	Work Environment is nice	 Intern	10 Apr 2020	4.0	"The company provide great compensation
Work environment is chill and millennial like
You will learn a lot"	I cant think of any cons
4174	Shopee	 Machine Learning Engineer	7 Apr 2020	4.0	Work-Life Balance and over average salary	Comfort working room, snack and coffee
4175	Compensate hard work really well	 Senior Software Engineer	6 Apr 2020	5.0	"Compensate your hard work really well
Interesting technical stack, lots of learning opportunities
No office politic
Most of the colleagues are smart/hard working"	"Prepare to work outside of working hour, even midnight
Chinese culture"
4176	Manager	 Manager	6 Apr 2020	5.0	Great place to understand how ecommerce works in Asia and how an underdog can rise quickly to become a top player in asia	Things change too often. Managers are quite young and dun have a lot of experience managing people.
4177	Don't be fooled by #LifeAtShopee	 Marketing	5 Apr 2020	1.0	"- Colleagues are nice and very skilled
- If you survive here, you can survive anywhere"	"- ZERO work-life balance, prepare to answer messages at 2am
- Salary like peanuts for juniors
- NO appreciation for work, they expect you to slave for them
- Fake ""benefits "" like pantry to lure fresh grads
- Management like politics playground, you suck up or get thrown aside here"
4178	Broad job scope, good compensation, but chaotic management	 Senior Marketing Manager	5 Apr 2020	3.0	"I was able to launch projects that real people see, which is rare in other places.
Very sharp and pragmatic CEO, unlike big corp ones full of non-sense.
80% of colleagues are genuinely nice who are willing to step in to help.
Fast response from HR 100% of the time.
You learn a ton in the first year.
Compensation is above the market.
Nice office, good travel policy"	"Bad selection of managers. They have no industry knowledge. I had 5 managers in 2 years. Most are raised within the organization, they have 0 clue how outside world works. Many managers are incapable to deliver results. They complicate simple things, never communicate properly with other stakeholders. Whenever something goes wrong, they will just blame you or someone else. Also they are very political, things they do are out of their own interest. Very rare they care about the company or the project itself
Very slow! To be specific, things CEO looks at moves along just fine. But other stuff, which is the majority of projects just sit in a limbo state"
4179	Associate Product Manager	 Associate Product Manager	4 Apr 2020	4.0	Very good facility and exposure, relatively well-paid	The job could contain low of manual work, low relocation allowance
4180	cross border e-commerce	 Associate Assistant	3 Apr 2020	5.0	friendly environment, vibrant teammate, full of learning oppprtunities	no much to comment so far
4181	Review	 Senior Associate	1 Apr 2020	4.0	"- Young workforce
- Good culture"	"- Experience differs for different department/teams
- Workload can be heavy"
4182	No learning	 Software Engineer	1 Apr 2020	1.0	"- Free food and good pantry.
- Good GYM.
- Young colleagues."	"- Bad engineering practice.
- No mentoring, your team lead will be busy doing code rather than growing individual."
4183	Ok place to work	 Assistant Manager	31 Mar 2020	3.0	Fast growing, pay is good	No career progression, always change team structure, no stable culture
4184	Don't Work Here	 Associate	24 Mar 2020	1.0	Young work force, good initiatives by HR to try to motivate employees	Very toxic work environment where employees are stressed out, there is no appreciation given, management is toxic, and you work as slaves here. Absolutely no work life balance and only the 'favourites' of the teams have any career progression. Very high turnover here.
4185	Good for fresh grad	 Associate	22 Mar 2020	3.0	"good benefits
tons of projects
lot of learning opportunities for fresh grad"	"some people can be quite passive aggressive
top down culture
too many PRC Chinese which makes you quite hard to blend in if you are not one of them"
4186	Not a good choice if you want to get deep into online marketing	 Online Marketing Specialist	22 Mar 2020	3.0	can strongly control your free time, compared to other time	don't have enough power or be entitled to make a digital marketing strategy. Lots of daily routine work, less of sense of accomplishment.
4187	Life at Shopee	 Product Manager	19 Mar 2020	4.0	Good compensation / employee benefit	Becoming more and more corporate-like
4188	No Long Term Direction	 Anonymous Employee	17 Mar 2020	2.0	a lot of opportunities to do projects, build different skills	bad uppermanagement, compensations dont always follow through, a lot of office politics and no concrete structure
4189	Best Company to work in Singapore	 Senior Data Scientist	16 Mar 2020	5.0	I am working in Shopee, data science team for more than 1 year. This is my first company to work overseas. Before Shopee I worked at several other companies. Very friendly environment, the manager is very polite and caring. Good compensation and good career growth.  As Shopee is growing, you will get lot of learning opportunities and get more responsibilities. I am leading a few projects and my manager has complete trust in me.	I didn't find any.
4190	Frontend develop,include pc and mobile	 	15 Mar 2020	3.0	Tech , environment, international,passion ,etc.	Nope,it’s so easy,find challenges by yourself
4191	the culture in Shopee	 Anonymous Employee	15 Mar 2020	3.0	the culture in Shopee in flexible and open	no mentor to couch juniors
4192	Good	 Anonymous Employee	14 Mar 2020	5.0	Best place to work in sg	Busy Periods are very busy
4193	Growing Start-up	 Anonymous Employee	12 Mar 2020	4.0	"1. High salary increment and generous annual bonus
2. Office facilities; Big new shiny office with good scaled gym and hot desking areas
3. The company is fast growing and will continue to grow for several upcoming years."	"1. Management receives no feedback. They removed the management feedback section in the quarterly employee survey. 
2. No Structure. No proper onboarding provided, blurry lines between the work scopes, NO organizational chart to find the right PIC... 
3. A lot of first-time-being-a-managers. They are lost and confused. They're having a hard time managing their own lives in Shopee.  
4. Still many documentations and conversations in Chinese"
4194	Not sure what's our hiring process, but the quality has been deproving	 Anonymous Employee	11 Mar 2020	3.0	"- Hours are flexible
- Good people get opportunities sometimes
- Visionary CEO"	"- Hours too flexible, it can stretch from 930 to 930 or more, depending on when
- Too little good people in the company, new people hired these days aren't making a dent to Shopee's growth at all
- Good people get overworked with little compensation, wont be surprised if people leave coz of this
- People get hired coz of their grades in uni, and these people are bringing their selfish, ""elitist"" attitude to Shopee by thinking about others or the big picture
- Underperforming people can actually get by underperforming"
4195	Not bad	 Expert Software Engineer	9 Mar 2020	4.0	"Good office environment
Competitive salary
Good engineering culture and diversity in my team
Great CTO"	"Very bad diversity in other teams (mostly PRCs).
Incompetent colleague from other teams (especially promotion team)
No clear vision from CEO. Micromanage."
4196	Wasted Potential	 Associate	9 Mar 2020	1.0	"- Pretty decent compensation & benefits
- pantry stocked most of the time"	"- The fact that most of the reviews about the pros of working in Shopee is mainly compensation based speaks volumes about the culture of the people here. It feels like the only reason most people work here/retain here are because they are paid adequately enough to forgo the ugly parts of the company. As it stands, it feels like I'm only here to do my job adequately enough just to collect salary, I wouldnt 'champion' working here to others.
- The mass hiring rate means that most of the time, new hires were made just to meet numbers rather than showing the right profile culture & competency wise.
- There is a top down feeling of toxicity as well where people generally see the worst in each other and often display either two faced treatment/favourtism
- They like to advertise how 'fun' or 'innovative' it is in here to portray the image of a company that is willing to try new things, but that is far from the case internally. Most new suggestions are often turned down by people in more senior positions because 'its now how we usually do things here' or 'we always did it this way instead'
- Shopee's standard response to negative feedback is alway 'we are still a startup', which quite frankly cant be further from the group. Although Shopee is less than a decade old, according the Malaysia SME Corp guidelines, startups are supposed to be less than 6 months of operation.. We are also strongly financially backed and have a strong presence in multiple countries across south east asia and brazil as well. How can we still go forward with this 'start up mentality' if we are already such a global brand?
- HR displays a sense of toxicity as well in that they always assume the worst in the rest of the people. When people ask genuine questions, its always retorted sarcastically or in disgust. There is also a lot of talking behind other employees back as well. As a function that is supposed to champion the needs of employees without forgoing business needs, it feels like the HR here always assumes and expects the worst of the company while putting themselves on a high stool.
- Company wants to retain talent, yet are not necessarily taking action in initiatives that will address this. It feels like the only way Shopee can think to retain people is to throw things at them during special occasions/celebrations, but even then, budget cuts means the quality of things get worst each time.
- I dont think i even need to go into work-life balance as the working hours here are so rigid we even have to tap in and out each time to have our attendance recorded. Feels like high school all over again, even college/uni didnt require us to do something like this.

I've been here less than a year and I already feel all these things, and my review is not the only one that mentions these things."
4197	Regional associate	 Associate	8 Mar 2020	5.0	Good learning points, supportive colleagues	Unclear work scope, very little work-life balance
4198	Culture in Shopee	 Content	7 Mar 2020	5.0	The Culture is definitely the best reasons working here. Snacks and drinks are provided by the company and we only have to dress casual to work.	It might not have opportunity for advancement.
4199	Ok, not perfect	 	5 Mar 2020	3.0	"Broad work scope and responsibility from early on
Get to learn a lot, coworkers are usually skilled and good to learn from
If you land in a good team/manager you’ll enjoy the work and don’t mind the occasional OT"	If you go into a team with a bad manager you’ll feel the subtle lack of respect for you and your time. Sometimes outright as well, you’re there to do work for them that’s it. A lot of big ego managers around that say they want your contribution but if you have opposing opinion get ready to shut up and nod along. There are a few notorious ones in every team, people transfer out of their teams just to get away.
4200	No work life balance and it surely will drained your soul	 Customer Service	25 Feb 2020	1.0	Attractive salary and OT (above average salary)	"-No work life balance
- expect to have work overload and work overtime (always back late) 
- ridiculous expectation
- Very strict, rigid and a lot of forcing 
- Short break hardly approve,  toilet break hardly approve (queue very long), If you are expected to answer calls and was refused for toilet break, please imagine how a worker focus on the job and produce a quality work.  Prayer break (for muslim not flexible and hardly approve) 
- Not sure if it is due to the company or the management but there is lot of forcing  and one way communication.
- Unnecessary after work meeting which can be done within working hours. 
- The longer you stay there,  you will realized how the job is sucking your soul.
- The environment and relationship with management is cold,  detached, strain and they not care about workers well being as long as you do your job."
